Rk,Gcar,Gtm,Date,Team,Unnamed: 5,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
54.0,277.0,57.0,2/24/2024,MIN,,BRK,"W, 101-86",1,37:50:00,11.0,23.0,0.478,1.0,3.0,0.333,10.0,20.0,0.5,0.5,6.0,9.0,0.667,0.0,8.0,8.0,3.0,2.0,1.0,1.0,0.0,29.0,22.3,16.0
55.0,278.0,58.0,2/27/2024,MIN,,SAS,"W, 114-105",1,33:05:00,13.0,29.0,0.448,4.0,10.0,0.4,9.0,19.0,0.474,0.517,4.0,4.0,1.0,1.0,4.0,5.0,5.0,4.0,1.0,4.0,0.0,34.0,25.0,5.0
56.0,279.0,59.0,2/28/2024,MIN,,MEM,"W, 110-101",1,39:32:00,11.0,21.0,0.524,1.0,6.0,0.167,10.0,15.0,0.667,0.548,11.0,11.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,3.0,3.0,34.0,23.6,8.0
57.0,280.0,60.0,3/1/2024,MIN,,SAC,"L, 120-124 (OT)",1,18:48,2.0,11.0,0.182,1.0,3.0,0.333,1.0,8.0,0.125,0.227,6.0,6.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,11.0,5.8,-3.0
58.0,281.0,61.0,3/3/2024,MIN,,LAC,"L, 88-89",1,36:43:00,9.0,20.0,0.45,3.0,10.0,0.3,6.0,10.0,0.6,0.525,6.0,6.0,1.0,0.0,5.0,5.0,2.0,3.0,0.0,3.0,1.0,27.0,19.1,10.0
59.0,282.0,62.0,3/4/2024,MIN,,POR,"W, 119-114",0,34:42:00,4.0,10.0,0.4,1.0,3.0,0.333,3.0,7.0,0.429,0.45,4.0,6.0,0.667,0.0,4.0,4.0,6.0,1.0,0.0,2.0,2.0,13.0,10.4,8.0
60.0,283.0,63.0,3/7/2024,MIN,@,IND,"W, 113-111",1,38:36:00,18.0,35.0,0.514,3.0,7.0,0.429,15.0,28.0,0.536,0.557,5.0,8.0,0.625,2.0,4.0,6.0,3.0,2.0,2.0,0.0,1.0,44.0,33.2,2.0
61.0,284.0,64.0,3/8/2024,MIN,@,CLE,"L, 104-113 (OT)",1,42:22:00,7.0,27.0,0.259,0.0,7.0,0.0,7.0,20.0,0.35,0.259,5.0,5.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,5.0,3.0,19.0,2.4,-20.0
62.0,285.0,65.0,3/10/2024,MIN,@,LAL,"L, 109-120",1,39:53:00,10.0,23.0,0.435,2.0,9.0,0.222,8.0,14.0,0.571,0.478,3.0,4.0,0.75,1.0,6.0,7.0,7.0,2.0,2.0,3.0,2.0,25.0,19.5,-14.0
63.0,286.0,66.0,3/12/2024,MIN,@,LAC,"W, 118-100",1,36:30:00,15.0,29.0,0.517,2.0,8.0,0.25,13.0,21.0,0.619,0.552,5.0,7.0,0.714,2.0,6.0,8.0,4.0,1.0,0.0,2.0,3.0,37.0,25.7,22.0
64.0,287.0,67.0,3/16/2024,MIN,@,UTA,"W, 119-100",1,35:12:00,12.0,20.0,0.6,5.0,7.0,0.714,7.0,13.0,0.538,0.725,2.0,3.0,0.667,1.0,9.0,10.0,5.0,3.0,3.0,4.0,1.0,31.0,29.0,16.0
65.0,288.0,68.0,3/18/2024,MIN,@,UTA,"W, 114-104",1,37:51:00,13.0,23.0,0.565,2.0,8.0,0.25,11.0,15.0,0.733,0.609,4.0,4.0,1.0,1.0,6.0,7.0,8.0,1.0,2.0,3.0,2.0,32.0,27.8,-1.0
66.0,289.0,69.0,3/19/2024,MIN,,DEN,"L, 112-115",1,37:40:00,13.0,26.0,0.5,3.0,8.0,0.375,10.0,18.0,0.556,0.558,1.0,2.0,0.5,1.0,7.0,8.0,8.0,2.0,0.0,3.0,1.0,30.0,23.6,-8.0
67.0,290.0,70.0,3/22/2024,MIN,,CLE,"W, 104-91",1,34:43:00,6.0,17.0,0.353,1.0,1.0,1.0,5.0,16.0,0.313,0.382,3.0,4.0,0.75,2.0,11.0,13.0,5.0,0.0,0.0,3.0,1.0,16.0,10.9,12.0
68.0,291.0,71.0,3/24/2024,MIN,,GSW,"W, 114-110",1,37:33:00,7.0,18.0,0.389,4.0,8.0,0.5,3.0,10.0,0.3,0.5,5.0,8.0,0.625,0.0,6.0,6.0,8.0,0.0,0.0,2.0,1.0,23.0,17.0,-9.0
69.0,292.0,72.0,3/27/2024,MIN,,DET,"W, 106-91",1,29:11:00,4.0,11.0,0.364,1.0,4.0,0.25,3.0,7.0,0.429,0.409,0.0,2.0,0.0,1.0,2.0,3.0,5.0,1.0,0.0,3.0,0.0,9.0,4.9,9.0
70.0,293.0,73.0,3/29/2024,MIN,@,DEN,"W, 111-98",1,39:20:00,8.0,19.0,0.421,0.0,8.0,0.0,8.0,11.0,0.727,0.421,9.0,10.0,0.9,1.0,3.0,4.0,5.0,3.0,0.0,2.0,2.0,25.0,19.8,11.0
71.0,294.0,74.0,3/31/2024,MIN,,CHI,"L, 101-109",1,36:07:00,9.0,20.0,0.45,0.0,5.0,0.0,9.0,15.0,0.6,0.45,4.0,6.0,0.667,2.0,9.0,11.0,5.0,0.0,1.0,6.0,1.0,22.0,12.7,-10.0
72.0,295.0,75.0,4/2/2024,MIN,,HOU,"W, 113-106",1,36:12:00,5.0,16.0,0.313,0.0,6.0,0.0,5.0,10.0,0.5,0.313,11.0,11.0,1.0,1.0,4.0,5.0,3.0,2.0,0.0,3.0,1.0,21.0,14.4,0.0
73.0,296.0,76.0,4/3/2024,MIN,,TOR,"W, 133-85",1,30:07:00,10.0,23.0,0.435,5.0,12.0,0.417,5.0,11.0,0.455,0.543,3.0,5.0,0.6,0.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,28.0,22.2,26.0
74.0,297.0,77.0,4/5/2024,MIN,@,PHO,"L, 87-97",1,32:35:00,6.0,19.0,0.316,2.0,6.0,0.333,4.0,13.0,0.308,0.368,3.0,3.0,1.0,3.0,5.0,8.0,3.0,3.0,0.0,4.0,3.0,17.0,9.6,-13.0
75.0,298.0,78.0,4/7/2024,MIN,@,LAL,"W, 127-117",1,34:44:00,9.0,20.0,0.45,3.0,8.0,0.375,6.0,12.0,0.5,0.525,5.0,5.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,26.0,21.1,2.0
76.0,299.0,79.0,4/9/2024,MIN,,WAS,"W, 130-121",1,37:34:00,17.0,29.0,0.586,6.0,13.0,0.462,11.0,16.0,0.688,0.69,11.0,11.0,1.0,1.0,5.0,6.0,7.0,0.0,0.0,2.0,0.0,51.0,42.6,6.0
77.0,300.0,80.0,4/10/2024,MIN,@,DEN,"L, 107-116",1,34:52:00,9.0,18.0,0.5,2.0,6.0,0.333,7.0,12.0,0.583,0.556,5.0,7.0,0.714,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,25.0,17.2,-16.0
