Rk,Gcar,Gtm,Date,Team,Unnamed: 5,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
38.0,340.0,38.0,1/11/2025,MIN,,MEM,"L, 125-127",1,39:18:00,4.0,13.0,0.308,0.0,5.0,0.0,4.0,8.0,0.5,0.308,7.0,7.0,1.0,0.0,5.0,5.0,6.0,1.0,0.0,6.0,3.0,15.0,7.0,-5.0
39.0,341.0,39.0,1/13/2025,MIN,@,WAS,"W, 120-106",1,36:24:00,14.0,25.0,0.56,5.0,11.0,0.455,9.0,14.0,0.643,0.66,8.0,8.0,1.0,2.0,4.0,6.0,7.0,3.0,1.0,7.0,2.0,41.0,32.5,18.0
40.0,342.0,40.0,1/15/2025,MIN,,GSW,"L, 115-116",1,40:54:00,7.0,19.0,0.368,4.0,9.0,0.444,3.0,10.0,0.3,0.474,10.0,11.0,0.909,1.0,7.0,8.0,2.0,1.0,1.0,5.0,1.0,28.0,17.6,-2.0
41.0,343.0,41.0,1/17/2025,MIN,@,NYK,"W, 116-99",1,37:49:00,12.0,21.0,0.571,8.0,13.0,0.615,4.0,8.0,0.5,0.762,4.0,4.0,1.0,2.0,11.0,13.0,7.0,0.0,0.0,6.0,0.0,36.0,29.7,24.0
42.0,344.0,42.0,1/18/2025,MIN,,CLE,"L, 117-124",1,41:02:00,9.0,22.0,0.409,4.0,9.0,0.444,5.0,13.0,0.385,0.5,6.0,6.0,1.0,0.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,28.0,19.5,-2.0
43.0,345.0,43.0,1/20/2025,MIN,@,MEM,"L, 106-108",1,37:41:00,8.0,19.0,0.421,3.0,8.0,0.375,5.0,11.0,0.455,0.5,13.0,18.0,0.722,1.0,3.0,4.0,3.0,0.0,1.0,5.0,1.0,32.0,18.9,-7.0
44.0,346.0,44.0,1/22/2025,MIN,@,DAL,"W, 115-114",1,36:30:00,6.0,19.0,0.316,2.0,7.0,0.286,4.0,12.0,0.333,0.368,7.0,8.0,0.875,1.0,4.0,5.0,7.0,0.0,0.0,3.0,0.0,21.0,13.5,-10.0
45.0,347.0,45.0,1/25/2025,MIN,,DEN,"W, 133-104",1,33:20:00,14.0,23.0,0.609,3.0,8.0,0.375,11.0,15.0,0.733,0.674,3.0,4.0,0.75,1.0,0.0,1.0,9.0,0.0,0.0,3.0,4.0,34.0,25.5,27.0
46.0,348.0,46.0,1/27/2025,MIN,,ATL,"W, 100-92",1,35:23:00,6.0,20.0,0.3,2.0,11.0,0.182,4.0,9.0,0.444,0.35,9.0,13.0,0.692,2.0,3.0,5.0,4.0,2.0,1.0,3.0,2.0,23.0,13.8,8.0
47.0,349.0,47.0,1/29/2025,MIN,@,PHO,"W, 121-113",1,39:57:00,11.0,20.0,0.55,3.0,8.0,0.375,8.0,12.0,0.667,0.625,8.0,9.0,0.889,0.0,7.0,7.0,5.0,2.0,4.0,7.0,2.0,33.0,25.6,10.0
48.0,350.0,48.0,1/30/2025,MIN,@,UTA,"W, 138-113",1,35:22:00,12.0,18.0,0.667,6.0,9.0,0.667,6.0,9.0,0.667,0.833,6.0,7.0,0.857,1.0,5.0,6.0,11.0,0.0,3.0,3.0,3.0,36.0,35.6,25.0
48.0,,49.0,2/1/2025,MIN,,WAS,"L, 103-105",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,351.0,50.0,2/3/2025,MIN,,SAC,"L, 114-116",1,37:32:00,7.0,21.0,0.333,3.0,10.0,0.3,4.0,11.0,0.364,0.405,4.0,4.0,1.0,1.0,5.0,6.0,4.0,2.0,1.0,3.0,3.0,21.0,12.6,0.0
50.0,352.0,51.0,2/5/2025,MIN,,CHI,"W, 127-108",1,36:51:00,13.0,28.0,0.464,6.0,14.0,0.429,7.0,14.0,0.5,0.571,17.0,18.0,0.944,3.0,6.0,9.0,3.0,1.0,1.0,5.0,2.0,49.0,36.1,17.0
51.0,353.0,52.0,2/6/2025,MIN,,HOU,"W, 127-114",1,38:27:00,11.0,25.0,0.44,5.0,12.0,0.417,6.0,13.0,0.462,0.54,14.0,15.0,0.933,2.0,5.0,7.0,6.0,0.0,1.0,4.0,3.0,41.0,30.1,9.0
51.0,,53.0,2/8/2025,MIN,,POR,"W, 114-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,354.0,54.0,2/10/2025,MIN,@,CLE,"L, 107-128",1,36:30:00,13.0,28.0,0.464,8.0,15.0,0.533,5.0,13.0,0.385,0.607,10.0,13.0,0.769,0.0,6.0,6.0,1.0,1.0,0.0,7.0,0.0,44.0,24.9,-12.0
53.0,355.0,55.0,2/12/2025,MIN,,MIL,"L, 101-103",1,37:01:00,10.0,33.0,0.303,4.0,17.0,0.235,6.0,16.0,0.375,0.364,4.0,5.0,0.8,0.0,7.0,7.0,4.0,2.0,0.0,2.0,0.0,28.0,13.4,0.0
54.0,356.0,56.0,2/13/2025,MIN,,OKC,"W, 116-101",1,36:17:00,5.0,18.0,0.278,3.0,12.0,0.25,2.0,6.0,0.333,0.361,10.0,11.0,0.909,1.0,6.0,7.0,7.0,3.0,0.0,2.0,0.0,23.0,20.4,10.0
55.0,357.0,57.0,2/21/2025,MIN,@,HOU,"L, 115-121",1,39:16:00,13.0,32.0,0.406,4.0,14.0,0.286,9.0,18.0,0.5,0.469,7.0,10.0,0.7,0.0,4.0,4.0,3.0,0.0,1.0,3.0,2.0,37.0,18.8,-11.0
56.0,358.0,58.0,2/23/2025,MIN,,OKC,"L, 123-130",1,38:38:00,8.0,21.0,0.381,4.0,13.0,0.308,4.0,8.0,0.5,0.476,9.0,10.0,0.9,2.0,8.0,10.0,7.0,2.0,0.0,5.0,3.0,29.0,21.6,-11.0
57.0,359.0,59.0,2/24/2025,MIN,@,OKC,"W, 131-128 (OT)",1,35:43:00,5.0,15.0,0.333,1.0,6.0,0.167,4.0,9.0,0.444,0.367,6.0,10.0,0.6,2.0,11.0,13.0,8.0,0.0,1.0,4.0,4.0,17.0,12.3,-7.0
58.0,360.0,60.0,2/27/2025,MIN,@,LAL,"L, 102-111",1,26:07:00,6.0,12.0,0.5,2.0,6.0,0.333,4.0,6.0,0.667,0.583,4.0,4.0,1.0,0.0,6.0,6.0,5.0,1.0,0.0,0.0,1.0,18.0,17.9,-13.0
58.0,,61.0,2/28/2025,MIN,@,UTA,"L, 116-117",Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,361.0,62.0,3/2/2025,MIN,@,PHO,"W, 116-98",1,36:16:00,12.0,22.0,0.545,6.0,14.0,0.429,6.0,8.0,0.75,0.682,14.0,14.0,1.0,0.0,5.0,5.0,7.0,2.0,0.0,1.0,0.0,44.0,40.8,22.0
60.0,362.0,63.0,3/4/2025,MIN,,PHI,"W, 126-112",1,29:54:00,5.0,11.0,0.455,2.0,6.0,0.333,3.0,5.0,0.6,0.545,6.0,7.0,0.857,0.0,5.0,5.0,1.0,0.0,0.0,2.0,2.0,18.0,11.3,-3.0
61.0,363.0,64.0,3/5/2025,MIN,@,CHO,"W, 125-110",1,38:13:00,9.0,20.0,0.45,6.0,13.0,0.462,3.0,7.0,0.429,0.6,5.0,8.0,0.625,0.0,3.0,3.0,6.0,2.0,1.0,0.0,2.0,29.0,24.4,12.0
62.0,364.0,65.0,3/7/2025,MIN,@,MIA,"W, 106-104",1,38:52:00,4.0,10.0,0.4,3.0,8.0,0.375,1.0,2.0,0.5,0.55,2.0,4.0,0.5,1.0,12.0,13.0,6.0,0.0,0.0,2.0,1.0,13.0,12.9,0.0
63.0,365.0,66.0,3/9/2025,MIN,,SAS,"W, 141-124",1,30:12:00,10.0,15.0,0.667,2.0,5.0,0.4,8.0,10.0,0.8,0.733,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,25.0,19.9,11.0
64.0,366.0,67.0,3/12/2025,MIN,@,DEN,"W, 115-95",1,34:40:00,10.0,22.0,0.455,5.0,12.0,0.417,5.0,10.0,0.5,0.568,4.0,5.0,0.8,0.0,4.0,4.0,6.0,1.0,0.0,3.0,2.0,29.0,19.8,10.0
65.0,367.0,68.0,3/14/2025,MIN,,ORL,"W, 118-111",1,39:02:00,9.0,19.0,0.474,3.0,8.0,0.375,6.0,11.0,0.545,0.553,7.0,8.0,0.875,0.0,4.0,4.0,5.0,0.0,1.0,3.0,2.0,28.0,19.5,-5.0
66.0,368.0,69.0,3/16/2025,MIN,,UTA,"W, 128-102",1,30:36:00,16.0,27.0,0.593,5.0,14.0,0.357,11.0,13.0,0.846,0.685,4.0,6.0,0.667,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,41.0,29.3,31.0
67.0,369.0,70.0,3/17/2025,MIN,,IND,"L, 130-132 (OT)",1,41:07:00,9.0,24.0,0.375,1.0,11.0,0.091,8.0,13.0,0.615,0.396,19.0,20.0,0.95,0.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,38.0,28.0,-7.0
68.0,370.0,71.0,3/19/2025,MIN,,NOP,"L, 115-119",1,37:43:00,5.0,19.0,0.263,4.0,10.0,0.4,1.0,9.0,0.111,0.368,15.0,17.0,0.882,2.0,4.0,6.0,4.0,1.0,1.0,2.0,0.0,29.0,22.0,-6.0
69.0,371.0,72.0,3/21/2025,MIN,,NOP,"W, 134-93",1,25:34:00,6.0,13.0,0.462,3.0,7.0,0.429,3.0,6.0,0.5,0.577,2.0,2.0,1.0,2.0,1.0,3.0,5.0,2.0,0.0,3.0,0.0,17.0,14.5,21.0
70.0,372.0,73.0,3/24/2025,MIN,@,IND,"L, 103-119",1,34:11:00,7.0,19.0,0.368,1.0,11.0,0.091,6.0,8.0,0.75,0.395,2.0,3.0,0.667,0.0,2.0,2.0,4.0,1.0,0.0,3.0,2.0,17.0,6.7,-24.0
71.0,373.0,74.0,3/28/2025,MIN,,PHO,"W, 124-109",1,27:38:00,8.0,19.0,0.421,4.0,10.0,0.4,4.0,9.0,0.444,0.526,0.0,0.0,,3.0,1.0,4.0,5.0,1.0,0.0,2.0,1.0,20.0,14.4,9.0
72.0,374.0,75.0,3/30/2025,MIN,,DET,"W, 123-104",1,36:13:00,9.0,19.0,0.474,4.0,10.0,0.4,5.0,9.0,0.556,0.579,3.0,4.0,0.75,0.0,6.0,6.0,4.0,0.0,2.0,4.0,4.0,25.0,15.3,5.0
73.0,375.0,76.0,4/1/2025,MIN,@,DEN,"W, 140-139 (2OT)",1,50:29:00,12.0,25.0,0.48,5.0,15.0,0.333,7.0,10.0,0.7,0.58,5.0,7.0,0.714,1.0,9.0,10.0,8.0,1.0,0.0,5.0,4.0,34.0,23.9,8.0
74.0,376.0,77.0,4/3/2025,MIN,@,BRK,"W, 105-90",1,32:00:00,10.0,15.0,0.667,5.0,10.0,0.5,5.0,5.0,1.0,0.833,3.0,5.0,0.6,1.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,28.0,24.2,17.0
75.0,377.0,78.0,4/5/2025,MIN,@,PHI,"W, 114-109",1,38:12:00,12.0,21.0,0.571,6.0,13.0,0.462,6.0,8.0,0.75,0.714,7.0,8.0,0.875,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,37.0,28.4,-4.0
76.0,378.0,79.0,4/8/2025,MIN,@,MIL,"L, 103-110",1,39:01:00,10.0,27.0,0.37,2.0,11.0,0.182,8.0,16.0,0.5,0.407,3.0,3.0,1.0,1.0,6.0,7.0,4.0,1.0,1.0,2.0,4.0,25.0,13.5,-4.0
77.0,379.0,80.0,4/10/2025,MIN,@,MEM,"W, 141-125",1,37:46:00,13.0,19.0,0.684,7.0,11.0,0.636,6.0,8.0,0.75,0.868,11.0,13.0,0.846,1.0,4.0,5.0,3.0,1.0,1.0,5.0,3.0,44.0,34.6,15.0
78.0,380.0,81.0,4/11/2025,MIN,,BRK,"W, 117-91",1,30:31:00,4.0,11.0,0.364,1.0,7.0,0.143,3.0,4.0,0.75,0.409,0.0,0.0,,0.0,4.0,4.0,5.0,1.0,2.0,0.0,3.0,9.0,8.8,16.0
79.0,381.0,82.0,4/13/2025,MIN,,UTA,"W, 116-105",1,40:15:00,15.0,31.0,0.484,7.0,18.0,0.389,8.0,13.0,0.615,0.597,6.0,7.0,0.857,0.0,6.0,6.0,5.0,3.0,1.0,2.0,1.0,43.0,33.5,20.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,224.0,1.0,10/25/2023,MIN,@,TOR,"L, 94-97",1,38:18:00,8.0,27.0,0.296,4.0,7.0,0.571,4.0,20.0,0.2,0.37,6.0,6.0,1.0,5.0,9.0,14.0,1.0,0.0,0.0,2.0,1.0,26.0,14.8,0.0
2.0,225.0,2.0,10/28/2023,MIN,,MIA,"W, 106-90",1,33:22:00,7.0,15.0,0.467,3.0,5.0,0.6,4.0,10.0,0.4,0.567,2.0,2.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,2.0,3.0,19.0,13.6,21.0
3.0,226.0,3.0,10/30/2023,MIN,@,ATL,"L, 113-127",1,37:47:00,13.0,21.0,0.619,5.0,8.0,0.625,8.0,13.0,0.615,0.738,0.0,1.0,0.0,0.0,5.0,5.0,7.0,1.0,0.0,5.0,4.0,31.0,21.9,-9.0
4.0,227.0,4.0,11/1/2023,MIN,,DEN,"W, 110-89",1,31:50:00,8.0,16.0,0.5,1.0,4.0,0.25,7.0,12.0,0.583,0.531,7.0,8.0,0.875,0.0,2.0,2.0,1.0,2.0,0.0,4.0,1.0,24.0,14.5,11.0
5.0,228.0,5.0,11/4/2023,MIN,,UTA,"W, 123-95",1,35:44:00,13.0,19.0,0.684,2.0,4.0,0.5,11.0,15.0,0.733,0.737,3.0,5.0,0.6,0.0,8.0,8.0,6.0,1.0,0.0,6.0,0.0,31.0,23.7,27.0
6.0,229.0,6.0,11/6/2023,MIN,,BOS,"W, 114-109 (OT)",1,38:08:00,15.0,25.0,0.6,2.0,8.0,0.25,13.0,17.0,0.765,0.64,6.0,7.0,0.857,0.0,9.0,9.0,7.0,1.0,0.0,3.0,5.0,38.0,29.7,18.0
7.0,230.0,7.0,11/8/2023,MIN,,NOP,"W, 122-101",1,33:04:00,10.0,22.0,0.455,2.0,8.0,0.25,8.0,14.0,0.571,0.5,4.0,5.0,0.8,0.0,3.0,3.0,8.0,3.0,2.0,3.0,1.0,26.0,21.7,35.0
8.0,231.0,8.0,11/10/2023,MIN,@,SAS,"W, 117-110",1,37:07:00,9.0,21.0,0.429,2.0,8.0,0.25,7.0,13.0,0.538,0.476,8.0,11.0,0.727,2.0,5.0,7.0,5.0,2.0,1.0,4.0,1.0,28.0,20.4,3.0
9.0,232.0,9.0,11/12/2023,MIN,@,GSW,"W, 116-110",1,37:46:00,11.0,27.0,0.407,1.0,9.0,0.111,10.0,18.0,0.556,0.426,10.0,10.0,1.0,1.0,5.0,6.0,7.0,2.0,0.0,4.0,0.0,33.0,23.6,15.0
10.0,233.0,10.0,11/14/2023,MIN,@,GSW,"W, 104-101",1,36:18:00,7.0,16.0,0.438,3.0,6.0,0.5,4.0,10.0,0.4,0.531,3.0,5.0,0.6,0.0,4.0,4.0,4.0,3.0,0.0,5.0,1.0,20.0,12.4,-9.0
11.0,234.0,11.0,11/15/2023,MIN,@,PHO,"L, 115-133",1,30:31:00,4.0,16.0,0.25,1.0,3.0,0.333,3.0,13.0,0.231,0.281,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,13.0,8.5,-29.0
12.0,235.0,12.0,11/18/2023,MIN,@,NOP,"W, 121-120",1,30:08:00,9.0,19.0,0.474,5.0,10.0,0.5,4.0,9.0,0.444,0.605,0.0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,3.0,6.0,23.0,11.6,13.0
13.0,236.0,13.0,11/20/2023,MIN,,NYK,"W, 117-100",1,39:08:00,9.0,21.0,0.429,1.0,6.0,0.167,8.0,15.0,0.533,0.452,4.0,4.0,1.0,2.0,8.0,10.0,5.0,2.0,0.0,3.0,1.0,23.0,17.8,9.0
14.0,237.0,14.0,11/22/2023,MIN,,PHI,"W, 112-99",1,35:48:00,11.0,22.0,0.5,5.0,9.0,0.556,6.0,13.0,0.462,0.614,4.0,4.0,1.0,2.0,4.0,6.0,6.0,2.0,0.0,2.0,2.0,31.0,26.0,19.0
15.0,238.0,15.0,11/24/2023,MIN,,SAC,"L, 111-124",1,39:32:00,8.0,21.0,0.381,2.0,9.0,0.222,6.0,12.0,0.5,0.429,17.0,18.0,0.944,0.0,7.0,7.0,5.0,2.0,2.0,4.0,2.0,35.0,27.3,5.0
16.0,239.0,16.0,11/26/2023,MIN,@,MEM,"W, 119-97",1,33:59:00,8.0,14.0,0.571,1.0,4.0,0.25,7.0,10.0,0.7,0.607,7.0,7.0,1.0,0.0,5.0,5.0,7.0,0.0,1.0,2.0,3.0,24.0,21.3,23.0
17.0,240.0,17.0,11/28/2023,MIN,,OKC,"W, 106-103",1,28:01:00,7.0,16.0,0.438,3.0,6.0,0.5,4.0,10.0,0.4,0.531,4.0,6.0,0.667,0.0,5.0,5.0,1.0,0.0,1.0,2.0,2.0,21.0,11.9,0.0
17.0,,18.0,11/30/2023,MIN,,UTA,"W, 101-90",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,,19.0,12/2/2023,MIN,@,CHO,"W, 123-117",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,241.0,20.0,12/6/2023,MIN,,SAS,"W, 102-94",1,36:53:00,4.0,17.0,0.235,2.0,5.0,0.4,2.0,12.0,0.167,0.294,7.0,8.0,0.875,1.0,6.0,7.0,6.0,1.0,1.0,3.0,2.0,17.0,10.9,14.0
19.0,242.0,21.0,12/8/2023,MIN,@,MEM,"W, 127-103",1,3:43,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
19.0,,22.0,12/11/2023,MIN,@,NOP,"L, 107-121",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,243.0,23.0,12/14/2023,MIN,@,DAL,"W, 119-101",1,34:34:00,3.0,19.0,0.158,0.0,3.0,0.0,3.0,16.0,0.188,0.158,3.0,6.0,0.5,1.0,1.0,2.0,11.0,2.0,0.0,5.0,2.0,9.0,0.6,20.0
21.0,244.0,24.0,12/16/2023,MIN,,IND,"W, 127-109",1,33:38:00,14.0,23.0,0.609,7.0,10.0,0.7,7.0,13.0,0.538,0.761,2.0,2.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,4.0,3.0,37.0,27.7,17.0
22.0,245.0,25.0,12/18/2023,MIN,@,MIA,"W, 112-108",1,39:59:00,13.0,25.0,0.52,2.0,9.0,0.222,11.0,16.0,0.688,0.56,4.0,4.0,1.0,0.0,8.0,8.0,5.0,3.0,2.0,1.0,1.0,32.0,28.6,6.0
23.0,246.0,26.0,12/20/2023,MIN,@,PHI,"L, 113-127",1,36:16:00,9.0,20.0,0.45,2.0,6.0,0.333,7.0,14.0,0.5,0.5,7.0,8.0,0.875,1.0,6.0,7.0,5.0,0.0,0.0,1.0,2.0,27.0,20.4,-10.0
24.0,247.0,27.0,12/21/2023,MIN,,LAL,"W, 118-111",1,38:18:00,9.0,19.0,0.474,2.0,6.0,0.333,7.0,13.0,0.538,0.526,7.0,8.0,0.875,0.0,7.0,7.0,5.0,3.0,1.0,5.0,0.0,27.0,21.2,2.0
25.0,248.0,28.0,12/23/2023,MIN,@,SAC,"W, 110-98",1,39:05:00,13.0,27.0,0.481,3.0,12.0,0.25,10.0,15.0,0.667,0.537,5.0,5.0,1.0,0.0,5.0,5.0,10.0,1.0,1.0,5.0,1.0,34.0,25.1,8.0
26.0,249.0,29.0,12/26/2023,MIN,@,OKC,"L, 106-129",1,34:06:00,7.0,16.0,0.438,2.0,5.0,0.4,5.0,11.0,0.455,0.5,9.0,13.0,0.692,1.0,6.0,7.0,6.0,1.0,0.0,4.0,3.0,25.0,17.5,-17.0
27.0,250.0,30.0,12/28/2023,MIN,,DAL,"W, 118-110",1,37:52:00,12.0,23.0,0.522,6.0,11.0,0.545,6.0,12.0,0.5,0.652,14.0,18.0,0.778,0.0,3.0,3.0,4.0,3.0,1.0,6.0,2.0,44.0,31.7,11.0
28.0,251.0,31.0,12/30/2023,MIN,,LAL,"W, 108-106",1,38:09:00,10.0,23.0,0.435,2.0,8.0,0.25,8.0,15.0,0.533,0.478,9.0,11.0,0.818,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,31.0,19.0,8.0
29.0,252.0,32.0,1/1/2024,MIN,@,NYK,"L, 106-112",1,37:31:00,11.0,21.0,0.524,4.0,9.0,0.444,7.0,12.0,0.583,0.619,9.0,10.0,0.9,0.0,4.0,4.0,2.0,0.0,2.0,4.0,1.0,35.0,23.9,2.0
30.0,253.0,33.0,1/3/2024,MIN,,NOP,"L, 106-117",1,37:04:00,11.0,22.0,0.5,4.0,7.0,0.571,7.0,15.0,0.467,0.591,9.0,10.0,0.9,2.0,2.0,4.0,5.0,1.0,1.0,6.0,1.0,35.0,24.4,-15.0
31.0,254.0,34.0,1/5/2024,MIN,@,HOU,"W, 122-95",1,32:33:00,8.0,17.0,0.471,2.0,5.0,0.4,6.0,12.0,0.5,0.529,6.0,6.0,1.0,0.0,3.0,3.0,5.0,2.0,0.0,5.0,2.0,24.0,15.9,14.0
32.0,255.0,35.0,1/7/2024,MIN,@,DAL,"L, 108-115",1,36:55:00,14.0,27.0,0.519,3.0,6.0,0.5,11.0,21.0,0.524,0.574,5.0,7.0,0.714,5.0,5.0,10.0,3.0,3.0,1.0,2.0,3.0,36.0,29.5,-5.0
33.0,256.0,36.0,1/9/2024,MIN,@,ORL,"W, 113-92",1,25:37:00,2.0,7.0,0.286,0.0,2.0,0.0,2.0,5.0,0.4,0.286,2.0,3.0,0.667,1.0,3.0,4.0,3.0,0.0,0.0,5.0,3.0,6.0,-1.0,1.0
34.0,257.0,37.0,1/10/2024,MIN,@,BOS,"L, 120-127 (OT)",1,45:43:00,11.0,25.0,0.44,3.0,6.0,0.5,8.0,19.0,0.421,0.5,4.0,4.0,1.0,0.0,6.0,6.0,3.0,0.0,0.0,5.0,1.0,29.0,14.4,-1.0
35.0,258.0,38.0,1/12/2024,MIN,,POR,"W, 116-93",1,27:18:00,4.0,9.0,0.444,0.0,3.0,0.0,4.0,6.0,0.667,0.444,1.0,2.0,0.5,0.0,3.0,3.0,6.0,1.0,1.0,0.0,2.0,9.0,9.9,41.0
36.0,259.0,39.0,1/14/2024,MIN,,LAC,"W, 109-105",1,38:13:00,10.0,16.0,0.625,2.0,4.0,0.5,8.0,12.0,0.667,0.688,11.0,12.0,0.917,1.0,8.0,9.0,6.0,2.0,0.0,5.0,1.0,33.0,29.3,13.0
37.0,260.0,40.0,1/17/2024,MIN,@,DET,"W, 124-117",1,33:29:00,10.0,24.0,0.417,3.0,8.0,0.375,7.0,16.0,0.438,0.479,4.0,4.0,1.0,0.0,5.0,5.0,8.0,0.0,0.0,3.0,3.0,27.0,17.1,5.0
38.0,261.0,41.0,1/18/2024,MIN,,MEM,"W, 118-103",1,34:27:00,11.0,19.0,0.579,1.0,6.0,0.167,10.0,13.0,0.769,0.605,5.0,6.0,0.833,0.0,5.0,5.0,5.0,1.0,0.0,3.0,2.0,28.0,20.9,10.0
39.0,262.0,42.0,1/20/2024,MIN,,OKC,"L, 97-102",1,38:00:00,6.0,10.0,0.6,1.0,3.0,0.333,5.0,7.0,0.714,0.65,6.0,10.0,0.6,0.0,5.0,5.0,5.0,0.0,0.0,5.0,2.0,19.0,12.0,-13.0
40.0,263.0,43.0,1/22/2024,MIN,,CHO,"L, 125-128",1,36:38:00,3.0,11.0,0.273,1.0,5.0,0.2,2.0,6.0,0.333,0.318,2.0,2.0,1.0,0.0,5.0,5.0,11.0,0.0,0.0,1.0,1.0,9.0,10.3,7.0
41.0,264.0,44.0,1/24/2024,MIN,@,WAS,"W, 118-107",1,34:02:00,11.0,28.0,0.393,3.0,10.0,0.3,8.0,18.0,0.444,0.446,13.0,14.0,0.929,1.0,2.0,3.0,5.0,1.0,0.0,4.0,4.0,38.0,22.6,8.0
42.0,265.0,45.0,1/25/2024,MIN,@,BRK,"W, 96-94",1,35:41:00,8.0,23.0,0.348,3.0,7.0,0.429,5.0,16.0,0.313,0.413,5.0,6.0,0.833,0.0,1.0,1.0,3.0,1.0,0.0,3.0,3.0,24.0,9.9,-5.0
43.0,266.0,46.0,1/27/2024,MIN,@,SAS,"L, 112-113",1,38:24:00,12.0,18.0,0.667,6.0,8.0,0.75,6.0,10.0,0.6,0.833,2.0,4.0,0.5,1.0,5.0,6.0,12.0,1.0,0.0,4.0,0.0,32.0,31.0,7.0
44.0,267.0,47.0,1/29/2024,MIN,@,OKC,"W, 107-101",1,40:22:00,10.0,20.0,0.5,3.0,5.0,0.6,7.0,15.0,0.467,0.575,4.0,4.0,1.0,0.0,4.0,4.0,4.0,1.0,0.0,4.0,4.0,27.0,16.4,-1.0
45.0,268.0,48.0,1/31/2024,MIN,,DAL,"W, 121-87",1,29:56:00,3.0,5.0,0.6,1.0,2.0,0.5,2.0,3.0,0.667,0.7,2.0,2.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,2.0,1.0,9.0,9.3,18.0
46.0,269.0,49.0,2/2/2024,MIN,,ORL,"L, 106-108",1,35:28:00,9.0,18.0,0.5,2.0,8.0,0.25,7.0,10.0,0.7,0.556,2.0,3.0,0.667,0.0,1.0,1.0,5.0,1.0,0.0,3.0,1.0,22.0,14.0,6.0
47.0,270.0,50.0,2/4/2024,MIN,,HOU,"W, 111-90",1,33:30:00,11.0,22.0,0.5,4.0,8.0,0.5,7.0,14.0,0.5,0.591,6.0,8.0,0.75,1.0,5.0,6.0,1.0,1.0,1.0,4.0,3.0,32.0,19.6,27.0
48.0,271.0,51.0,2/6/2024,MIN,@,CHI,"L, 123-129 (OT)",1,43:33:00,12.0,26.0,0.462,5.0,9.0,0.556,7.0,17.0,0.412,0.558,9.0,11.0,0.818,0.0,12.0,12.0,5.0,2.0,1.0,5.0,5.0,38.0,26.6,-4.0
49.0,272.0,52.0,2/8/2024,MIN,@,MIL,"W, 129-105",1,35:39:00,9.0,20.0,0.45,4.0,11.0,0.364,5.0,9.0,0.556,0.55,4.0,6.0,0.667,0.0,3.0,3.0,9.0,1.0,0.0,0.0,3.0,26.0,21.8,16.0
50.0,273.0,53.0,2/12/2024,MIN,@,LAC,"W, 121-100",1,32:24:00,8.0,18.0,0.444,1.0,11.0,0.091,7.0,7.0,1.0,0.472,6.0,6.0,1.0,0.0,7.0,7.0,8.0,1.0,0.0,1.0,2.0,23.0,20.5,18.0
51.0,274.0,54.0,2/13/2024,MIN,@,POR,"W, 121-109",1,34:18:00,16.0,27.0,0.593,4.0,8.0,0.5,12.0,19.0,0.632,0.667,5.0,5.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,41.0,31.4,16.0
52.0,275.0,55.0,2/15/2024,MIN,@,POR,"W, 128-91",1,32:37:00,12.0,21.0,0.571,3.0,7.0,0.429,9.0,14.0,0.643,0.643,7.0,8.0,0.875,1.0,5.0,6.0,7.0,2.0,1.0,1.0,1.0,34.0,32.1,36.0
53.0,276.0,56.0,2/23/2024,MIN,,MIL,"L, 107-112",1,37:51:00,10.0,27.0,0.37,4.0,12.0,0.333,6.0,15.0,0.4,0.444,4.0,6.0,0.667,0.0,9.0,9.0,5.0,1.0,0.0,3.0,2.0,28.0,15.7,-16.0
